code,name,lat,lon,demand_factor
DOG,"Dongola Airport (Dongola, SD)",19.153666,30.430069,1.0
ELF,"El Fasher Airport (El Fasher, SD)",13.614899635314941,25.324600219726562,1.0
KSL,"Kassala Airport (Kassala, SD)",15.387499809265137,36.328800201416016,1.0
MWE,"Merowe Airport (Merowe, SD)",18.443333,31.843333,1.0
UYL,"Nyala Airport (Nyala, SD)",12.0535,24.9562,1.0
EBD,"El-Obeid Airport (El-Obeid, SD)",13.1532,30.2327,1.0
PZU,"Port Sudan New International Airport (Port Sudan, SD)",19.434558,37.234125,1.3
KRT,"Khartoum International Airport (Khartoum, SD)",15.5895,32.5532,1.3
MAK,"Malakal International Airport (Malakal, SS)",9.558739,31.651937,1.0
WUU,"Wau Airport (Wau, SS)",7.72583,27.975,1.0
ARK,"Arusha Airport (Arusha, TZ)",-3.3677899837493896,36.63330078125,1.0
DAR,"Julius Nyerere International Airport (Dar es Salaam, TZ)",-6.873499,39.207288,1.3
DOD,"Dodoma Airport (Dodoma, TZ)",-6.170559,35.756036,1.0
MBI,"Songwe Airport (Mbeya, TZ)",-8.919942,33.273981,1.0
IRI,"Iringa Airport (Nduli, TZ)",-7.66863,35.752102,1.0
JRO,"Kilimanjaro International Airport (Arusha, TZ)",-3.427049,37.07353,1.3
LKY,"Lake Manyara Airport (Lake Manyara National Park, TZ)",-3.37631,35.818298,1.0
MYW,"Mtwara Airport (Mtwara, TZ)",-10.336204,40.181997,1.0
MWZ,"Mwanza International Airport (Mwanza, TZ)",-2.446563,32.936049,1.3
PMA,"Pemba Airport (Chake Chake, TZ)",-5.25726,39.811401,1.0
TGT,"Tanga Airport (Tanga, TZ)",-5.09236,39.071201,1.0
ZNZ,"Abeid Amani Karume International Airport (Zanzibar, TZ)",-6.22202,39.224899,1.3
RUA,"Arua Airport (Arua, UG)",3.049152,30.911714,1.0
EBB,"Entebbe International Airport (Entebbe, UG)",0.042386,32.443501,1.3
ULU,"Gulu Airport (Gulu, UG)",2.8055601119995117,32.27180099487305,1.0
SRT,"Soroti Airport (Soroti, UG)",1.7276899814605713,33.622798919677734,1.0
HZU,"Chengdu Huaizhou Airport (Chengdu (Jintang), CN)",30.677339,104.529397,1.0
IBL,"Indigo Bay Lodge Airport (Bazaruto Island, MZ)",-21.708,35.452801,1.0
DHX,"Dhoho International Airport (Kediri, ID)",-7.749527,111.946831,1.0
UGU,"Bilorai Airport (Bilogai, ID)",-3.739503,137.031183,1.0
AYJ,"Maharshi Valmiki International Airport (Faizabad, IN)",26.747736,82.163664,1.0
SDW,"Sindhudurg Airport (Chipi, IN)",16.002552,73.529846,1.0
NMI,"Navi Mumbai International Airport (Navi Mumbai, IN)",18.984597,73.065253,1.3
RQY,"Rashtrakavi Kuvempu Airport (Shimoga, IN)",13.858024,75.618868,1.0
HGI,"Itanagar Donyi Polo Hollongi Airport (Hollongi, IN)",26.96683,93.638792,1.0
DXN,"Noida International Airport (Gautam Buddha Nagar, IN)",28.179868,77.611843,1.3
AHA,"Maa Mahamaya Airport (Ambikapur, IN)",22.98753,83.19612,1.0
BLD,"Boulder City Municipal Airport (Boulder City, US)",35.947161,-114.858799,1.0
MFH,"Mesquite Airport (Mesquite, US)",36.833105,-114.055928,1.0
ABE,"Lehigh Valley International Airport (Allentown/Bethlehem, US)",40.651773,-75.442797,1.0
ABI,"Abilene Regional Airport (Abilene, US)",32.4113006592,-99.68190002440001,1.0
ABQ,"Albuquerque International Sunport (Albuquerque, US)",35.039976,-106.608925,1.3
ABR,"Aberdeen Regional Airport (Aberdeen, US)",45.449100494384766,-98.42179870605469,1.0
ABY,"Southwest Georgia Regional Airport (Albany, US)",31.532946,-84.196215,1.0
ACK,"Nantucket Memorial Airport (Nantucket, US)",41.25310135,-70.06020355,1.0
ACT,"Waco Regional Airport (Waco, US)",31.611299514770508,-97.23049926757812,1.0
ACV,"California Redwood Coast-Humboldt County Airport (Arcata/Eureka, US)",40.978101,-124.109,1.0
ACY,"Atlantic City International Airport (Atlantic City, US)",39.456201,-74.577511,1.0
ADT,"Ada Regional Airport (Ada, US)",34.805214,-96.671988,1.0
ADW,"Joint Base Andrews (Camp Springs, US)",38.810799,-76.866997,1.0
AEX,"Alexandria International Airport (Alexandria, US)",31.325828,-92.546702,1.0
AFW,"Perot Field/Fort Worth Alliance Airport (Fort Worth, US)",32.99044,-97.31947,1.0
AGC,"Allegheny County Airport (Pittsburgh, US)",40.354401,-79.930199,1.0
AGS,"Augusta Regional At Bush Field (Augusta, US)",33.3699,-81.9645,1.0
AHN,"Athens Ben Epps Airport (Athens, US)",33.948842,-83.325634,1.0
AIA,"Alliance Municipal Airport (Alliance, US)",42.052543,-102.803965,1.0
AKC,"Akron Fulton International Airport (Akron, US)",41.037355,-81.46784,1.0
ALB,"Albany International Airport (Albany, US)",42.748299,-73.801697,1.3
ALI,"Alice International Airport (Alice, US)",27.7409,-98.026901,1.0
ALM,"Alamogordo White Sands Regional Airport (Alamogordo, US)",32.837818,-105.993149,1.0
ALN,"St Louis Regional Airport (Alton/St Louis, US)",38.89030075069999,-90.0459976196,1.0
ALO,"Waterloo Regional Airport (Waterloo, US)",42.557098388671875,-92.40029907226562,1.0
ALS,"San Luis Valley Regional Airport/Bergman Field (Alamosa, US)",37.434898,-105.866997,1.0
ALW,"Walla Walla Regional Airport (Walla Walla, US)",46.09489822,-118.288002,1.0
AMA,"Rick Husband Amarillo International Airport (Amarillo, US)",35.217857,-101.706444,1.0
ANB,"Anniston Regional Airport (Anniston, US)",33.5882,-85.8581,1.0
AND,"Anderson Regional Airport (Anderson, US)",34.4945983887,-82.70939636230001,1.0
AOO,"Altoona Blair County Airport (Altoona, US)",40.296398,-78.32,1.0
APA,"Centennial Airport (Denver, US)",39.57009888,-104.848999,1.0
APF,"Naples Municipal Airport (Naples, US)",26.1525993347,-81.7752990723,1.0
APG,"Phillips Army Air Field (Aberdeen, US)",39.466202,-76.1688,1.0
APN,"Alpena County Regional Airport (Alpena, US)",45.0780983,-83.56030273,1.0
ARA,"Acadiana Regional Airport (New Iberia, US)",30.0378,-91.883904,1.0
ART,"Watertown International Airport (Watertown, US)",43.991901,-76.021698,1.0
ASE,"Aspen-Pitkin County Airport (Sardy Field) (Aspen, US)",39.223202,-106.869003,1.0
AST,"Astoria Regional Airport (Astoria, US)",46.158000946,-123.878997803,1.0
ATL,"Hartsfield Jackson Atlanta International Airport (Atlanta, US)",33.6367,-84.428101,1.3
ATW,"Appleton International Airport (Appleton, US)",44.258515,-88.519,1.0
ATY,"Watertown Regional Airport (Watertown, US)",44.91400146,-97.15470123,1.0
AUG,"Augusta State Airport (Augusta, US)",44.320598602299995,-69.7973022461,1.0
AUS,"Austin Bergstrom International Airport (Austin, US)",30.197535,-97.662015,1.3
AUW,"Wausau Downtown Airport (Wausau, US)",44.9262008667,-89.6266021729,1.0
AVL,"Asheville Regional Airport (Asheville, US)",35.435488,-82.541853,1.0
AVP,"Wilkes-Barre/Scranton International Airport (Wilkes-Barre/Scranton, US)",41.337064,-75.724232,1.0
AXN,"Chandler Field (Alexandria, US)",45.866299,-95.394699,1.0
AZO,"Kalamazoo/Battle Creek International Airport (Kalamazoo, US)",42.232105,-85.549637,1.0
BAB,"Beale Air Force Base (Beale Air Force Base, US)",39.136101,-121.436996,1.0
BAD,"Barksdale Air Force Base (Bossier City, US)",32.501801,-93.662697,1.0
BAF,"Westfield-Barnes Regional Airport (Westfield, US)",42.157799,-72.715599,1.0
CLU,"Columbus Municipal Airport (Columbus, US)",39.262386,-85.895576,1.0
BBD,"Curtis Field (Brady, US)",31.178931,-99.324732,1.0
BKG,"Branson Airport (Branson, US)",36.532082,-93.200544,1.0
BCE,"Bryce Canyon Airport (Bryce Canyon, US)",37.706401825,-112.144996643,1.0
BCT,"Boca Raton Airport (Boca Raton, US)",26.3785,-80.107697,1.0
BDE,"Baudette International Airport (Baudette, US)",48.728401,-94.612198,1.0
BDL,"Bradley International Airport (Hartford, US)",41.938555,-72.688016,1.3
BDR,"Igor I Sikorsky Memorial Airport (Bridgeport, US)",41.163502,-73.126198,1.0
BED,"Laurence G Hanscom Field (Bedford, US)",42.470001,-71.289001,1.0
BFD,"Bradford Regional Airport (Bradford, US)",41.8031005859375,-78.64009857177734,1.0
BFF,"Western Neb. Rgnl/William B. Heilig Airport (Scottsbluff, US)",41.87400055,-103.5960007,1.0
BFI,"King County International Airport - Boeing Field (Seattle, US)",47.527042,-122.29995,1.0
BFL,"Meadows Field (Bakersfield, US)",35.433601,-119.056999,1.0
BFM,"Mobile Downtown Airport (Mobile, US)",30.626800537100003,-88.06809997559999,1.0
BGM,"Greater Binghamton/Edwin A Link field (Binghamton, US)",42.20869827,-75.97979736,1.0
BGR,"Bangor International Airport (Bangor, US)",44.806364,-68.826668,1.0
BHB,"Hancock County-Bar Harbor Airport (Bar Harbor, US)",44.45000076,-68.3615036,1.0
BHM,"Birmingham-Shuttlesworth International Airport (Birmingham, US)",33.562877,-86.750712,1.3
BIF,"Biggs Army Air Field (Fort Bliss) (Fort Bliss/El Paso, US)",31.84950066,-106.3799973,1.0
BIH,"Eastern Sierra Regional Airport (Bishop, US)",37.3731,-118.363998,1.0
BIL,"Billings Logan International Airport (Billings, US)",45.808932,-108.541242,1.0
BIS,"Bismarck Municipal Airport (Bismarck, US)",46.772734,-100.746874,1.0
BIX,"Keesler Air Force Base (Biloxi, US)",30.4104003906,-88.92440032959999,1.0
BJC,"Rocky Mountain Metropolitan Airport (Denver, US)",39.908798,-105.116997,1.0
BJI,"Bemidji Regional Airport (Bemidji, US)",47.50939941,-94.93370056,1.0
BKE,"Baker City Municipal Airport (Baker City, US)",44.837299346900004,-117.808998108,1.0
BFK,"Buckley Space Force Base (Aurora, US)",39.701698,-104.751999,1.0
BKL,"Burke Lakefront Airport (Cleveland, US)",41.51750183105469,-81.68329620361328,1.0
BKW,"Raleigh County Memorial Airport (Beaver, US)",37.7873,-81.124199,1.0
BLF,"Mercer County Airport (Bluefield, US)",37.295799,-81.207703,1.0
BLH,"Blythe Airport (Blythe, US)",33.6192016602,-114.717002869,1.0
BLI,"Bellingham International Airport (Bellingham, US)",48.79280090332031,-122.53800201416016,1.0
BLV,"Scott AFB/Midamerica Airport (Belleville, US)",38.5452,-89.835197,1.0
BMG,"Monroe County Airport (Bloomington, US)",39.145999908447266,-86.61669921875,1.0
BMI,"Central Illinois Regional Airport at Bloomington-Normal (Bloomington/Normal, US)",40.4771,-88.915901,1.0
BNA,"Nashville International Airport (Nashville, US)",36.1245,-86.6782,1.3
BNO,"Burns Municipal Airport (Burns, US)",43.590463,-118.955154,1.0
BOI,"Boise Air Terminal/Gowen Field (Boise, US)",43.5644,-116.223,1.3
BOS,"Boston Logan International Airport (Boston, US)",42.36197,-71.0079,1.3
BPI,"Miley Memorial Field (Big Piney, US)",42.58509827,-110.1110001,1.0
WMH,"Ozark Regional Airport (Mountain Home, US)",36.3689002991,-92.47049713130001,1.0
BPT,"Jack Brooks Regional Airport (Beaumont/Port Arthur, US)",29.9508,-94.020699,1.0
BQK,"Brunswick Golden Isles Airport (Brunswick, US)",31.258801,-81.466499,1.0
BRD,"Brainerd Lakes Regional Airport (Brainerd, US)",46.402861,-94.129727,1.0
BRL,"Southeast Iowa Regional Airport (Burlington, US)",40.783199310302734,-91.12550354003906,1.0
BRO,"Brownsville South Padre Island International Airport (Brownsville, US)",25.907238,-97.425235,1.0
BTL,"Battle Creek Executive Airport at Kellogg Field (Battle Creek, US)",42.307301,-85.251503,1.0
BTM,"Bert Mooney Airport (Butte, US)",45.95479965209961,-112.49700164794922,1.0
BTR,"Baton Rouge Metropolitan Airport (Baton Rouge, US)",30.533199,-91.149597,1.0
BTV,"Patrick Leahy Burlington International Airport (Burlington, US)",44.471901,-73.153297,1.0
BUF,"Buffalo Niagara International Airport (Buffalo, US)",42.940498,-78.732201,1.3
BUR,"Hollywood Burbank/Bob Hope Airport (Burbank, US)",34.202834,-118.35805,1.3
BFP,"Beaver County Airport (Beaver Falls, US)",40.772499,-80.391403,1.0
BVY,"Beverly Regional Airport (Beverly / Danvers, US)",42.584202,-70.916496,1.0
BWG,"Bowling Green Warren County Regional Airport (Bowling Green, US)",36.964500427199994,-86.41970062259999,1.0
BWI,"Baltimore/Washington International Thurgood Marshall Airport (Baltimore, US)",39.1754,-76.668297,1.3
NHZ,"Brunswick Executive Airport (Brunswick, US)",43.89220047,-69.93859863,1.0
BYH,"Arkansas International Airport (Blytheville, US)",35.9642982483,-89.94400024410001,1.0
BYI,"Burley Municipal Airport (Burley, US)",42.542598724399994,-113.772003174,1.0
BYS,"Bicycle Lake Army Air Field (Fort Irwin/Barstow, US)",35.2804985046,-116.629997253,1.0
BZN,"Bozeman Yellowstone International Airport (Bozeman, US)",45.778853,-111.153711,1.0
CAE,"Columbia Metropolitan Airport (Columbia, US)",33.938172,-81.123022,1.0
CAK,"Akron Canton Regional Airport (Akron, US)",40.916099548339844,-81.44219970703125,1.0
CAR,"Caribou Municipal Airport (Caribou, US)",46.871498,-68.017899,1.0
CBM,"Columbus Air Force Base (Columbus, US)",33.643799,-88.443802,1.0
CCR,"Buchanan Field (Concord, US)",37.9897,-122.056999,1.0
CCY,"Northeast Iowa Regional Airport (Charles City, US)",43.0726013184,-92.6108016968,1.0
CDC,"Cedar City Regional Airport (Cedar City, US)",37.70100021362305,-113.0989990234375,1.0
CDR,"Chadron Municipal Airport (Chadron, US)",42.837601,-103.095001,1.0
CDS,"Childress Municipal Airport (Childress, US)",34.4337997437,-100.288002014,1.0
CEC,"Jack Mc Namara Field Airport (Crescent City, US)",41.778929,-124.236403,1.0
CEF,"Westover Metropolitan Airport / Westover Air Reserve Base (Chicopee, US)",42.194,-72.534798,1.0
CEW,"Bob Sikes Airport (Crestview, US)",30.778799057,-86.522102356,1.0
CEZ,"Cortez Municipal Airport (Cortez, US)",37.303001,-108.627998,1.0
CGF,"Cuyahoga County Airport (Cleveland, US)",41.5651016235,-81.4863967896,1.0
CGI,"Cape Girardeau Regional Airport (Cape Girardeau, US)",37.2253,-89.570801,1.0
CHA,"Chattanooga Metropolitan Airport (Lovell Field) (Chattanooga, US)",35.035301,-85.203796,1.0
CHO,"Charlottesville Albemarle Airport (Charlottesville, US)",38.13859939575195,-78.4529037475586,1.0
CHS,"Charleston International Airport (Charleston, US)",32.896159,-80.038151,1.3
CID,"The Eastern Iowa Airport (Cedar Rapids, US)",41.884701,-91.7108,1.0
CIU,"Chippewa County International Airport (Kincheloe, US)",46.242038,-84.462082,1.0
CKB,"North Central West Virginia Airport (Bridgeport, US)",39.2966,-80.228104,1.0
CLE,"Cleveland Hopkins International Airport (Cleveland, US)",41.411701,-81.8498,1.3
CLL,"Easterwood Field (College Station, US)",30.5886,-96.3638,1.0
CLM,"William R Fairchild International Airport (Port Angeles, US)",48.120201,-123.5,1.0
CLT,"Charlotte Douglas International Airport (Charlotte, US)",35.2140007019043,-80.94309997558594,1.3
CMH,"John Glenn Columbus International Airport (Columbus, US)",39.998001,-82.891899,1.3
CMI,"University of Illinois Willard Airport (Savoy, US)",40.039819,-88.276249,1.0
CMX,"Houghton County Memorial Airport (Hancock, US)",47.168399810791016,-88.48909759521484,1.0
CNM,"Cavern City Air Terminal (Carlsbad, US)",32.337501525878906,-104.26300048828125,1.0
CNU,"Chanute Martin Johnson Airport (Chanute, US)",37.668173,-95.486727,1.0
CNY,"Canyonlands Regional Airport (Moab, US)",38.755001,-109.754997,1.0
COD,"Yellowstone Regional Airport (Cody, US)",44.520199,-109.024002,1.0
COE,"Coeur D'Alene Airport - Pappy Boyington Field (Coeur d'Alene, US)",47.7743,-116.82,1.0
COF,"Patrick Space Force Base (Cocoa Beach, US)",28.2349,-80.6101,1.0
CON,"Concord Municipal Airport (Concord, US)",43.20270157,-71.50229645,1.0
COS,"City of Colorado Springs Municipal Airport (Colorado Springs, US)",38.805801,-104.700996,1.3
COU,"Columbia Regional Airport (Columbia, US)",38.8181,-92.219597,1.0
CPR,"Casper-Natrona County International Airport (Casper, US)",42.907381,-106.461609,1.0
CRE,"Grand Strand Airport (North Myrtle Beach, US)",33.8116989136,-78.72389984130001,1.0
CRG,"Jacksonville Executive at Craig Airport (Jacksonville, US)",30.3362998962,-81.51439666750001,1.0
CRP,"Corpus Christi International Airport (Corpus Christi, US)",27.770399,-97.501198,1.0
CLD,"McClellan-Palomar Airport (Carlsbad, US)",33.1283,-117.279999,1.0
CRW,"Yeager Airport (Charleston, US)",38.3731,-81.593201,1.0
CSG,"Columbus Airport (Columbus, US)",32.516415,-84.939602,1.0
CSV,"Crossville Memorial Airport Whitson Field (Crossville, US)",35.95131,-85.08499,1.0
CTB,"Cut Bank International Airport (Cut Bank, US)",48.608657,-112.378183,1.0
CUB,"Jim Hamilton L.B. Owens Airport (Columbia, US)",33.970500946,-80.9952011108,1.0
CVG,"Cincinnati Northern Kentucky International Airport (Cincinnati / Covington, US)",39.048801,-84.667801,1.3
CVN,"Clovis Municipal Airport (Clovis, US)",34.426594,-103.078794,1.0
CVO,"Corvallis Municipal Airport (Corvallis, US)",44.49720001,-123.2900009,1.0
CVS,"Cannon Air Force Base (Clovis, US)",34.382801,-103.321999,1.0
CWA,"Central Wisconsin Airport (Mosinee, US)",44.777448,-89.670238,1.0
CXO,"Conroe-North Houston Regional Airport (Houston, US)",30.351801,-95.414497,1.0
CSN,"Carson Airport (Carson City, US)",39.194331,-119.734312,1.0
CYS,"Cheyenne Regional Jerry Olson Field (Cheyenne, US)",41.155701,-104.811997,1.0
DAA,"Davison Army Air Field (Fort Belvoir, US)",38.715000152600005,-77.1809997559,1.0
DAB,"Daytona Beach International Airport (Daytona Beach, US)",29.18255,-81.059464,1.0
DAG,"Barstow Daggett Airport (Daggett, US)",34.85369873,-116.7870026,1.0
DAL,"Dallas Love Field (Dallas, US)",32.844776,-96.847653,1.3
DAN,"Danville Regional Airport (Danville, US)",36.572899,-79.336098,1.0
DAY,"James M. Cox Dayton International Airport (Dayton, US)",39.902401,-84.219398,1.0
DBQ,"Dubuque Regional Airport (Dubuque, US)",42.402,-90.709503,1.0
DCA,"Ronald Reagan Washington National Airport (Washington, US)",38.8521,-77.037697,1.3
DDC,"Dodge City Regional Airport (Dodge City, US)",37.76340103149414,-99.9655990600586,1.0
DEC,"Decatur Airport (Decatur, US)",39.834598541259766,-88.8656997680664,1.0
DEN,"Denver International Airport (Denver, US)",39.860027,-104.673792,1.3
DET,"Coleman A. Young Municipal Airport (Detroit, US)",42.40919876,-83.00990295,1.0
DFW,"Dallas Fort Worth International Airport (Dallas-Fort Worth, US)",32.896801,-97.038002,1.3
DHN,"Dothan Regional Airport (Dothan, US)",31.321300506591797,-85.44960021972656,1.0
DHT,"Dalhart Municipal Airport (Dalhart, US)",36.0225982666,-102.54699707,1.0
DIK,"Dickinson Theodore Roosevelt Regional Airport (Dickinson, US)",46.797533,-102.801905,1.0
DLF,"Laughlin Air Force Base (Del Rio, US)",29.359501,-100.778002,1.0
DLH,"Duluth International Airport (Duluth, US)",46.841873,-92.198746,1.0
DLS,"Columbia Gorge Regional Airport (Dallesport / The Dalles, US)",45.620979,-121.170777,1.0
DMA,"Davis Monthan Air Force Base (Tucson, US)",32.1665000916,-110.883003235,1.0
DMN,"Deming Municipal Airport (Deming, US)",32.262298584,-107.721000671,1.0
DNL,"Daniel Field (Augusta, US)",33.4664993286,-82.0393981934,1.0
DOV,"Dover Civil Air Terminal/Dover Air Force Base (Dover, US)",39.129501,-75.466003,1.0
DPA,"Dupage Airport (Chicago/West Chicago, US)",41.90779877,-88.24859619,1.0
DRA,"Desert Rock Airport (Mercury, US)",36.6194,-116.032997,1.0
DRI,"Beauregard Regional Airport (DeRidder, US)",30.831699,-93.339897,1.0
DRO,"Durango La Plata County Airport (Durango, US)",37.151501,-107.753998,1.0
DRT,"Del Rio International Airport (Del Rio, US)",29.3742008209,-100.927001953,1.0
DSM,"Des Moines International Airport (Des Moines, US)",41.534027,-93.656719,1.3
DSI,"Destin Executive Airport (Destin, US)",30.400101,-86.471497,1.0
DTW,"Detroit Metropolitan Wayne County Airport (Detroit, US)",42.21377,-83.353786,1.3
DUA,"Durant Regional Airport - Eaker Field (Durant, US)",33.939675,-96.395072,1.0
DUG,"Bisbee Douglas International Airport (Douglas Bisbee, US)",31.464139,-109.60456,1.0
DUJ,"DuBois Regional Airport (Dubois, US)",41.17829895,-78.8986969,1.0
DVL,"Devils Lake Regional Airport (Devils Lake, US)",48.115454,-98.908796,1.0
DXR,"Danbury Municipal Airport (Danbury, US)",41.371656,-73.482227,1.0
DYS,"Dyess Air Force Base (Abilene, US)",32.420799,-99.854599,1.0
EAR,"Kearney Regional Airport (Kearney, US)",40.727001,-99.006798,1.0
EAT,"Pangborn Memorial Airport (Wenatchee, US)",47.398899,-120.207001,1.0
EAU,"Chippewa Valley Regional Airport (Eau Claire, US)",44.86579895019531,-91.48429870605469,1.0
ECG,"Elizabeth City Regional Airport & Coast Guard Air Station (Elizabeth City, US)",36.260601,-76.174599,1.0
ECP,"Northwest Florida Beaches International Airport (Panama City Beach, US)",30.357106,-85.795414,1.0
EDW,"Edwards Air Force Base (Edwards, US)",34.910781,-117.886391,1.0
EED,"Needles Airport (Needles, US)",34.7663002014,-114.623001099,1.0
EEN,"Dillant Hopkins Airport (Keene, US)",42.898399,-72.270798,1.0
EFD,"Ellington Airport (Houston, US)",29.607299804700002,-95.1587982178,1.0
EGE,"Eagle County Regional Airport (Eagle, US)",39.64260101,-106.9179993,1.0
EGI,"Duke Field (Crestview, US)",30.65040016,-86.52290344,1.0
EKA,"Murray Field (Eureka, US)",40.803398,-124.112999,1.0
EKN,"Elkins-Randolph County Regional Airport (Elkins, US)",38.889759,-79.857651,1.0
EKO,"Elko Regional Airport (Elko, US)",40.82490158081055,-115.79199981689453,1.0
ELD,"South Arkansas Regional Airport at Goodwin Field (El Dorado, US)",33.221001,-92.813301,1.0
ELM,"Elmira Corning Regional Airport (Elmira/Corning, US)",42.1599006652832,-76.8916015625,1.0
LYU,"Ely Municipal Airport (Ely, US)",47.82450104,-91.83070374,1.0
ELP,"El Paso International Airport (El Paso, US)",31.809908,-106.375607,1.3
ELY,"Ely Airport Yelland Field (Ely, US)",39.29970169,-114.8420029,1.0
END,"Vance Air Force Base (Enid, US)",36.339199,-97.916496,1.0
ENV,"Wendover Airport (Wendover, US)",40.7187004089,-114.03099823,1.0
ENW,"Kenosha Regional Airport (Kenosha, US)",42.59569931,-87.92780304,1.0
ERI,"Erie International Tom Ridge Field (Erie, US)",42.083127,-80.173867,1.0
ESC,"Delta County Airport (Escanaba, US)",45.723199,-87.088623,1.0
ESF,"Esler Army Airfield / Esler Regional Airport (Alexandria, US)",31.394266,-92.294082,1.0
EUG,"Eugene Airport (Eugene, US)",44.124599,-123.211998,1.0
EVV,"Evansville Regional Airport (Evansville, US)",38.0369987488,-87.5324020386,1.0
EVW,"Evanston-Uinta County Airport-Burns Field (Evanston, US)",41.27479935,-111.0350037,1.0
EWB,"New Bedford Regional Airport (New Bedford, US)",41.67610168457031,-70.95690155029297,1.0
EWN,"Coastal Carolina Regional Airport (New Bern, US)",35.0730018616,-77.04290008539999,1.0
EWR,"Newark Liberty International Airport (Newark, US)",40.6894,-74.170545,1.3
EYW,"Key West International Airport (Key West, US)",24.556119,-81.759579,1.0
FAF,"Felker Army Air Field (Newport News (Fort Eustis), US)",37.1325,-76.608803,1.0
FAR,"Hector International Airport (Fargo, US)",46.9207,-96.815804,1.0
FAT,"Fresno Yosemite International Airport (Fresno, US)",36.775767,-119.718018,1.3
FAY,"Fayetteville Regional Airport - Grannis Field (Fayetteville, US)",34.991199,-78.880302,1.0
FBG,"Simmons Army Air Field (Fort Bragg, US)",35.13180161,-78.93669891,1.0
FCS,"Butts AAF (Fort Carson) Air Field (Fort Carson, US)",38.67839813,-104.7570038,1.0
FDY,"Findlay Airport (Findlay, US)",41.013500213600004,-83.66870117190001,1.0
FFO,"Wright-Patterson Air Force Base (Dayton, US)",39.826099,-84.048302,1.0
FRD,"Friday Harbor Airport (Friday Harbor, US)",48.523654,-123.024645,1.0
FHU,"Sierra Vista Municipal Airport / Libby Army Air Field (Fort Huachuca / Sierra Vista, US)",31.587383,-110.348225,1.0
FKL,"Venango Regional Airport (Franklin, US)",41.3778991699,-79.8603973389,1.0
FLG,"Flagstaff Pulliam Airport (Flagstaff, US)",35.139757,-111.669826,1.0
FLL,"Fort Lauderdale Hollywood International Airport (Fort Lauderdale, US)",26.072599,-80.152702,1.3
FLO,"Florence Regional Airport (Florence, US)",34.18539810180664,-79.7238998413086,1.0
FME,"Fort Meade Executive Airport (Fort Meade(Odenton), US)",39.0854,-76.759399,1.0
FMN,"Four Corners Regional Airport (Farmington, US)",36.741199,-108.230003,1.0
FMY,"Page Field (Fort Myers, US)",26.58659935,-81.86329650879999,1.0
FNL,"Northern Colorado Regional Airport (Loveland, US)",40.44969,-105.011272,1.0
FNT,"Bishop International Airport (Flint, US)",42.969294,-83.743355,1.0
FOD,"Fort Dodge Regional Airport (Fort Dodge, US)",42.552624,-94.191237,1.0
FOE,"Topeka Regional Airport (Topeka, US)",38.950901,-95.663597,1.0
FPR,"Treasure Coast International Airport (Fort Pierce, US)",27.4951,-80.368301,1.0
FRG,"Republic Airport (East Farmingdale, US)",40.728576,-73.414267,1.0
FRI,"Marshall Army Air Field (Fort Riley (Junction City), US)",39.053021,-96.764202,1.0
FSD,"Sioux Falls Regional Airport (Sioux Falls, US)",43.585463,-96.741152,1.0
FSI,"Henry Post Army Air Field (Fort Sill, US)",34.649799,-98.402199,1.0
FSM,"Fort Smith Regional Airport (Fort Smith, US)",35.336601,-94.367401,1.0
FST,"Fort Stockton Pecos County Airport (Fort Stockton, US)",30.9157009125,-102.916000366,1.0
FTK,"Godman Army Air Field (Fort Knox, US)",37.907100677500004,-85.9720993042,1.0
FTW,"Fort Worth Meacham International Airport (Fort Worth, US)",32.819919,-97.360818,1.0
FTY,"Fulton County Airport Brown Field (Atlanta, US)",33.7790985107,-84.5214004517,1.0
FWA,"Fort Wayne International Airport (Fort Wayne, US)",40.978896,-85.194465,1.0
FXE,"Fort Lauderdale Executive Airport (Fort Lauderdale, US)",26.1972999573,-80.1707000732,1.0
FYV,"Drake Field (Fayetteville, US)",36.00510025024414,-94.17009735107422,1.0
GCC,"Northeast Wyoming Regional Airport (Gillette, US)",44.3489,-105.539001,1.0
GCK,"Garden City Regional Airport (Garden City, US)",37.9275016785,-100.723999023,1.0
GCN,"Grand Canyon National Park Airport (Grand Canyon - Tusayan, US)",35.9524,-112.147003,1.0
GDV,"Dawson Community Airport (Glendive, US)",47.137658,-104.80691,1.0
GEG,"Spokane International Airport (Spokane, US)",47.6199,-117.533997,1.3
GFK,"Grand Forks International Airport (Grand Forks, US)",47.949299,-97.176102,1.0
GFL,"Floyd Bennett Memorial Airport (Glens Falls, US)",43.3412017822,-73.6102981567,1.0
GGG,"East Texas Regional Airport (Longview, US)",32.38399887084961,-94.71150207519531,1.0
GGW,"Glasgow Valley County Airport Wokal Field (Glasgow, US)",48.212502,-106.614998,1.0
GJT,"Grand Junction Regional Airport (Grand Junction, US)",39.126663,-108.529387,1.0
GLD,"Goodland Municipal Airport (Goodland, US)",39.370701,-101.699753,1.0
GLH,"Mid Delta Regional Airport (Greenville, US)",33.482899,-90.985603,1.0
GLS,"Scholes International At Galveston Airport (Galveston, US)",29.265301,-94.860397,1.0
GMU,"Greenville Downtown Airport (Greenville, US)",34.847903,-82.350217,1.0
GNV,"Gainesville Regional Airport (Gainesville, US)",29.6900997162,-82.2717971802,1.0
GON,"Groton New London Airport (Groton, US)",41.330101,-72.045097,1.0
